Chr,Start,End,Annotation,Detailed Annotation,Distance to TSS,Nearest PromoterID,Entrez ID,Nearest Ensembl,gene
chrX,135424465,135424964,"3' UTR (NM_203306, exon 2 of 2)","3' UTR (NM_203306, exon 2 of 2)",2770,NM_203306,399668,ENSG00000178947,SMIM10L2A
chrX,95367928,95368427,Intergenic,L1PBa|LINE|L1,-304951,NR_031667,100313772,ENSG00000221187,MIR548M
chrX,120594980,120595479,Intergenic,L1MA1|LINE|L1,-8872,NM_014060,28985,ENSG00000232119,MCTS1
chrX,38534153,38534652,Intergenic,Intergenic,-27076,NM_004615,7102,ENSG00000156298,TSPAN7
chrX,142333462,142333961,Intergenic,L1PA16|LINE|L1,-128421,NM_016249,51438,ENSG00000046774,MAGEC2
chrX,17621049,17621548,"intron (NM_198270, intron 1 of 7)","intron (NM_198270, intron 1 of 7)",-14202,NM_001291868,4810,ENSG00000188158,NHS
chrX,124863530,124864029,"intron (NM_014253, intron 3 of 30)",L1MA1|LINE|L1,100038,NM_014253,10178,ENSG00000009694,TENM1
chrX,70175205,70175704,Intergenic,Intergenic,-2029,NM_198512,347516,ENSG00000184210,DGAT2L6
chrX,57528768,57529267,Intergenic,L1M2|LINE|L1,-62819,NM_007157,158586,ENSG00000198455,ZXDB
chrX,51040224,51040723,Intergenic,Intergenic,129738,NM_005448,9210,ENSG00000130385,BMP15
chrX,105711932,105712431,"intron (NM_017416, intron 6 of 10)",MSTD-int|LTR|ERVL-MaLR,-110358,NM_198465,203447,ENSG00000123572,NRK
chrX,68476732,68477231,Intergenic,Intergenic,-21801,NM_001195214,286451,ENSG00000181704,YIPF6
chrX,19392628,19393127,"intron (NM_001001671, intron 16 of 28)","intron (NM_001001671, intron 16 of 28)",48950,NM_000284,5160,ENSG00000131828,PDHA1
chrX,13902898,13903397,"intron (NM_001318729, intron 1 of 6)","intron (NM_001318729, intron 1 of 6)",35491,NM_001001994,2824,ENSG00000046653,GPM6B
chrX,104116376,104116875,TTS (NR_026694),TTS (NR_026694),4102,NM_001143978,644353,ENSG00000166707,ZCCHC18
chrX,130172247,130172746,"intron (NM_004794, intron 1 of 1)","intron (NM_004794, intron 1 of 1)",534,NM_004794,9363,ENSG00000134594,RAB33A
chrX,153546518,153547017,"intron (NM_001001344, intron 6 of 19)",L2c|LINE|L2,10645,NM_001001344,492,ENSG00000067842,ATP2B3
chrX,75911618,75912117,Intergenic,L1M1|LINE|L1,-126613,NM_138703,139599,ENSG00000186675,MAGEE2
chrX,18549864,18550363,"intron (NM_001037343, intron 4 of 21)","intron (NM_001037343, intron 4 of 21)",107889,NM_001037343,6792,ENSG00000008086,CDKL5
chrX,25860282,25860781,Intergenic,L1M3e|LINE|L1,-277812,NM_173699,286514,ENSG00000176774,MAGEB18
chrX,68689270,68689769,"intron (NM_014725, intron 2 of 13)","intron (NM_014725, intron 2 of 13)",-4120,NM_001142504,9754,ENSG00000130052,STARD8
chrX,140445738,140446237,Intergenic,Intergenic,59073,NM_005634,6658,ENSG00000134595,SOX3
chrX,10186231,10186730,"intron (NM_001830, intron 3 of 12)","intron (NM_001830, intron 3 of 12)",29505,NM_001830,1183,ENSG00000073464,CLCN4
chrX,24608310,24608809,"intron (NM_004845, intron 2 of 7)","intron (NM_004845, intron 2 of 7)",38788,NM_001163265,9468,ENSG00000102230,PCYT1B
chrX,53171152,53171651,Intergenic,Intergenic,24087,NR_106955,102465539,ENSG00000276575,MIR6895
chrX,119281218,119281717,Intergenic,Intergenic,-10062,NR_110396,101928336,ENSG00000230392,LOC101928336
chrX,67674119,67674618,"intron (NM_001011645, intron 3 of 8)",L1MA3|LINE|L1,129745,NM_001348063,367,ENSG00000169083,AR
chrX,70215783,70216282,Intergenic,L1PA4|LINE|L1,-18623,NM_001013579,158833,ENSG00000204195,AWAT1
chrX,147194036,147194535,Intergenic,MSTA-int|LTR|ERVL-MaLR,-4498,NR_031709,100302114,ENSG00000216171,MIR513C
chrX,117226660,117227159,Intergenic,MLT1A1-int|LTR|ERVL-MaLR,-409049,NR_145523,100126447,,LOC100126447
chrX,85041422,85041921,"intron (NM_198450, intron 1 of 8)",L1PA16|LINE|L1,37794,NM_198450,139322,ENSG00000155008,APOOL
chrX,86868698,86869197,Intergenic,L1M1|LINE|L1,605979,NM_001139515,117154,ENSG00000126733,DACH2
chrX,116975683,116976182,Intergenic,MSTA-int|LTR|ERVL-MaLR,-158072,NR_145523,100126447,,LOC100126447
chrX,113626145,113626644,"intron (NR_131204, intron 1 of 2)",L1M1|LINE|L1,311824,NR_131204,105463123,,XACT
chrX,69211913,69212412,Intergenic,L2c|LINE|L2,32605,NR_103715,100996279,ENSG00000215162,LINC00269
chrX,42764764,42765263,Intergenic,HERVFH19-int|LTR|ERV1,13150,NM_025210,80316,ENSG00000102055,PPP1R2C
chrX,93292297,93292796,Intergenic,L1M1|LINE|L1,381032,NM_004538,4675,ENSG00000186310,NAP1L3
chrX,54551580,54552079,"intron (NM_019067, intron 11 of 15)","intron (NM_019067, intron 11 of 15)",21610,NM_019067,54552,ENSG00000130119,GNL3L
chrX,154784496,154784995,"intron (NM_001166460, intron 7 of 11)",L2|LINE|L2,9747,NR_002984,677835,ENSG00000206693,SNORA56
chrX,92257790,92258289,"intron (NM_032969, intron 3 of 5)",MSTA-int|LTR|ERVL-MaLR,422578,NM_001168361,27328,ENSG00000102290,PCDH11X
chrX,151888106,151888605,Intergenic,THE1B-int|LTR|ERVL-MaLR,22728,NR_136578,105373368,,MAGEA4-AS1
chrX,50407872,50408371,"intron (NM_001013742, intron 4 of 27)",MLT1C-int|LTR|ERVL-MaLR,62704,NM_001013742,139189,ENSG00000274588,DGKK
chrX,122388923,122389422,Intergenic,LTR12D|LTR|ERV1,-795071,NM_000828,2892,ENSG00000125675,GRIA3
chrX,18183841,18184340,"intron (NM_153346, intron 8 of 13)",L1M1|LINE|L1,36796,NM_153346,139105,ENSG00000177324,BEND2
chrX,148273390,148273889,Intergenic,L1PA13|LINE|L1,-226978,NM_001169123,2334,ENSG00000155966,AFF2
chrX,84680159,84680658,Intergenic,L1MA6|LINE|L1,-177955,NM_001177479,139324,ENSG00000165259,HDX
chrX,23606163,23606662,Intergenic,Intergenic,-61081,NM_006406,10549,ENSG00000123131,PRDX4
chrX,102949491,102949990,"intron (NR_146589, intron 10 of 11)",MIRb|SINE|MIR,12468,NM_001031834,282808,ENSG00000102128,RAB40AL
chrX,101385224,101385723,"intron (NM_001287345, intron 1 of 16)","intron (NM_001287345, intron 1 of 16)",751,NM_001287345,695,ENSG00000010671,BTK
chrX,52346318,52346817,Intergenic,Intergenic,-9925,NR_107055,102466880,ENSG00000275335,MIR8088
chrX,99146784,99147283,Intergenic,L1M2|LINE|L1,1263240,NM_020766,57526,ENSG00000165194,PCDH19
chrX,86121997,86122496,Intergenic,L1PBa|LINE|L1,-26205,NM_053281,117154,ENSG00000126733,DACH2
chrX,139307449,139307948,Intergenic,THE1D-int|LTR|ERVL-MaLR,-102675,NM_001139500,2258,ENSG00000129682,FGF13
chrX,86054340,86054839,Intergenic,L1P2|LINE|L1,-7031,NM_001145414,1121,ENSG00000188419,CHM
chrX,117122934,117123433,Intergenic,L1PA10|LINE|L1,-305323,NR_145523,100126447,,LOC100126447
chrX,129767488,129767987,"intron (NM_003399, intron 20 of 20)",(TCCCTG)n|Simple_repeat|Simple_repeat,-12212,NM_018990,54440,ENSG00000122122,SASH3
chrX,76998583,76999082,"intron (NR_110403, intron 1 of 3)",L1PA8|LINE|L1,6669,NR_029905,442899,ENSG00000207995,MIR325
chrX,51868632,51869131,"intron (NM_001005332, intron 1 of 12)","intron (NM_001005332, intron 1 of 12)",-24742,NM_006986,9500,ENSG00000179222,MAGED1
chrX,21912901,21913400,Intergenic,L2c|LINE|L2,-27423,NM_001258423,6611,ENSG00000102172,SMS
chrX,76907086,76907585,"intron (NR_110403, intron 1 of 3)",L1PA16|LINE|L1,12025,NR_029909,494333,ENSG00000283242,MIR384
chrX,119775640,119776139,Intergenic,Intergenic,11595,NR_002584,26779,ENSG00000206622,SNORA69
chrX,76206112,76206611,Intergenic,L1MA1|LINE|L1,33299,NM_016500,51260,ENSG00000102390,PBDC1
chrX,80574169,80574668,Intergenic,Intergenic,153971,NM_152630,169966,ENSG00000174016,TENT5D
chrX,48503873,48504372,Intergenic,Intergenic,4717,NR_135596,101927635,ENSG00000224292,LOC101927635
chrX,152810078,152810577,Intergenic,Intergenic,20430,NM_004344,1069,ENSG00000147400,CETN2
chrX,122636099,122636598,Intergenic,L1MA3|LINE|L1,-547895,NM_000828,2892,ENSG00000125675,GRIA3
chrX,142205567,142206066,promoter-TSS (NM_016249),promoter-TSS (NM_016249),-526,NM_016249,51438,ENSG00000046774,MAGEC2
chrX,35799972,35800471,"intron (NM_001370159, intron 1 of 1)","intron (NM_001370159, intron 1 of 1)",1467,NM_001370159,139604,ENSG00000189023,MAGEB16
chrX,85407877,85408376,Intergenic,L1MA1|LINE|L1,-28461,NM_024921,79983,ENSG00000124429,POF1B
chrX,151721411,151721910,"intron (NM_033085, intron 3 of 4)","intron (NM_033085, intron 3 of 4)",5625,NM_033085,89885,ENSG00000147378,FATE1
chrX,88504284,88504783,Intergenic,L1M1|LINE|L1,-242692,NM_033048,53336,ENSG00000147183,CPXCR1
chrX,127491027,127491526,Intergenic,L1M1|LINE|L1,561127,NM_138289,139741,ENSG00000123165,ACTRT1
chrX,98956075,98956574,Intergenic,L1MA1|LINE|L1,-1391789,NR_125391,10824,ENSG00000236256,DIAPH2-AS1
chrX,119701080,119701579,Intergenic,AluSx|SINE|Alu,-8161,NM_145800,23157,ENSG00000125354,SEPTIN6
chrX,101412372,101412871,"exon (NM_001032393, exon 2 of 2)","exon (NM_001032393, exon 2 of 2)",4399,NM_019597,3188,ENSG00000126945,HNRNPH2
chrX,25807324,25807823,Intergenic,L1MA3|LINE|L1,-330770,NM_173699,286514,ENSG00000176774,MAGEB18
chrX,142960778,142961277,Intergenic,THE1B-int|LTR|ERVL-MaLR,-64901,NM_001009613,441525,ENSG00000189326,SPANXN4
chrX,3142977,3143476,Intergenic,Intergenic,76427,NM_004042,416,ENSG00000062096,ARSF
chrX,119359650,119360149,Intergenic,Intergenic,-39437,NM_145305,203427,ENSG00000077713,SLC25A43
chrX,120309429,120309928,"intron (NM_001104544, intron 1 of 8)",(CTCTCT)n|Simple_repeat|Simple_repeat,1858,NM_017938,55026,ENSG00000125355,TMEM255A
chrX,130013780,130014279,"exon (NM_001184772, exon 3 of 13)","exon (NM_001184772, exon 3 of 13)",8841,NM_021946,63035,ENSG00000085185,BCORL1
chrX,66375979,66376478,Intergenic,L1PA7|LINE|L1,208478,NM_001367234,9843,ENSG00000089472,HEPH
chrX,28532238,28532737,Intergenic,Intergenic,-36824,NR_106750,102465140,ENSG00000277569,MIR6134
chrX,76880222,76880721,"intron (NR_110403, intron 1 of 3)",L1P2|LINE|L1,38889,NR_029909,494333,ENSG00000283242,MIR384
chrX,38903013,38903512,Intergenic,Intergenic,-99379,NR_046706,100874211,,MID1IP1-AS1
chrX,134563284,134563783,Intergenic,Intergenic,13509,NR_038998,100506757,,LINC00629
chrX,70043983,70044482,"intron (NM_001002254, intron 2 of 7)","intron (NM_001002254, intron 2 of 7)",5706,NM_001002254,158835,ENSG00000147160,AWAT2
chrX,32164906,32165405,"intron (NM_000109, intron 44 of 78)",THE1D-int|LTR|ERVL-MaLR,-9686,NM_004022,1756,ENSG00000198947,DMD
chrX,150254901,150255400,Intergenic,Intergenic,27146,NR_031748,100313839,ENSG00000252454,MIR2114
chrX,138710291,138710790,"intron (NM_001139498, intron 2 of 5)","intron (NM_001139498, intron 2 of 5)",1177,NM_004114,2258,ENSG00000129682,FGF13
chrX,145747755,145748254,Intergenic,THE1C-int|LTR|ERVL-MaLR,-69825,NM_032539,84631,ENSG00000185985,SLITRK2
chrX,146307408,146307907,Intergenic,THE1C-int|LTR|ERVL-MaLR,-279785,NR_030581,100126341,ENSG00000216056,MIR891A
chrX,96638982,96639481,Intergenic,THE1B-int|LTR|ERVL-MaLR,-45432,NM_007309,1730,ENSG00000147202,DIAPH2
chrX,151261770,151262269,Intergenic,Intergenic,-84183,NR_135300,100128688,ENSG00000234696,GPR50-AS1
chrX,140138379,140138878,Intergenic,MIRb|SINE|MIR,46961,NM_001271560,389895,,LOC389895
chrX,73437180,73437679,Intergenic,THE1B-int|LTR|ERVL-MaLR,-9825,NM_005193,1046,ENSG00000131264,CDX4
chrX,139692063,139692562,"intron (NM_001099855, intron 1 of 27)",CpG,15855,NM_001171876,4168,ENSG00000101977,MCF2
chrX,18883972,18884471,Intergenic,Intergenic,-6075,NR_029379,100132163,,PHKA2-AS1
chrX,64535354,64535853,Intergenic,Intergenic,-140151,NM_017677,55613,ENSG00000102043,MTMR8
chrX,89182629,89183128,Intergenic,MER57-int|LTR|ERV1,435653,NM_001184771,53336,ENSG00000147183,CPXCR1
chrX,142237000,142237499,Intergenic,THE1B-int|LTR|ERVL-MaLR,-31959,NM_016249,51438,ENSG00000046774,MAGEC2
chrX,153625543,153626042,Intergenic,Intergenic,-16649,NM_001395,1852,ENSG00000130829,DUSP9
chrX,93299804,93300303,Intergenic,THE1B-int|LTR|ERVL-MaLR,373525,NM_004538,4675,ENSG00000186310,NAP1L3
chrX,93986446,93986945,Intergenic,L1PA8|LINE|L1,312489,NM_001171110,286499,ENSG00000179083,FAM133A
chrX,76741220,76741719,"intron (NR_110400, intron 1 of 3)",L1PB1|LINE|L1,177891,NR_029909,494333,ENSG00000283242,MIR384
chrX,137433016,137433515,Intergenic,L1PA7|LINE|L1,-132862,NM_003413,7547,ENSG00000156925,ZIC3
chrX,77063785,77064284,Intergenic,Intergenic,-49502,NR_110402,101928469,ENSG00000280870,MIR325HG
chrX,155132081,155132580,Intergenic,L1M1|LINE|L1,60910,NM_001018055,79184,ENSG00000185515,BRCC3
chrX,117622795,117623294,Intergenic,L1PA7|LINE|L1,350694,NM_033495,90293,ENSG00000003096,KLHL13
chrX,33580327,33580826,Intergenic,L1MA6|LINE|L1,-241188,NM_000109,1756,ENSG00000198947,DMD
chrX,103414164,103414663,Intergenic,L1PA13|LINE|L1,37375,NM_014380,27018,ENSG00000166681,BEX3
chrX,112407238,112407737,"intron (NM_001004308, intron 2 of 2)",L1MA3|LINE|L1,272451,NM_178175,340596,ENSG00000182508,LHFPL1
chrX,127373165,127373664,Intergenic,L1PB3|LINE|L1,553685,NM_001122716,100130613,ENSG00000183631,PRR32
chrX,125713595,125714094,Intergenic,L1PA13|LINE|L1,393973,NM_001195272,100129520,ENSG00000282815,TEX13C
chrX,119131795,119132294,"intron (NM_020721, intron 2 of 13)",AluJo|SINE|Alu,18535,NM_020721,57481,ENSG00000250423,KIAA1210
chrX,125561516,125562015,Intergenic,L1P4b|LINE|L1,241894,NM_001195272,100129520,ENSG00000282815,TEX13C
chrX,8773229,8773728,Intergenic,L1PA8|LINE|L1,27859,NM_001171186,171482,ENSG00000183304,FAM9A
chrX,150473126,150473625,"intron (NM_001177465, intron 3 of 4)","intron (NM_001177465, intron 3 of 4)",27921,NM_001177466,10046,ENSG00000013619,MAMLD1
chrX,136615593,136616092,Intergenic,Intergenic,-23701,NR_038462,100128420,ENSG00000233093,LINC00892
chrX,145659153,145659652,Intergenic,MSTA-int|LTR|ERVL-MaLR,-158427,NM_032539,84631,ENSG00000185985,SLITRK2
chrX,2907235,2907734,"exon (NM_001669, exon 10 of 10)","exon (NM_001669, exon 10 of 10)",2580,NR_144459,100506356,ENSG00000229851,ARSD-AS1
chrX,9503358,9503857,"intron (NM_001139466, intron 2 of 17)",L1PA8A|LINE|L1,38549,NM_005647,6907,ENSG00000101849,TBL1X
chrX,129761950,129762449,"intron (NM_003399, intron 18 of 20)","intron (NM_003399, intron 18 of 20)",-17750,NM_018990,54440,ENSG00000122122,SASH3
chrX,54100648,54101147,"intron (NM_001300788, intron 10 of 13)",MSTC-int|LTR|ERVL-MaLR,-55761,NM_001184896,23133,ENSG00000172943,PHF8
chrX,56343165,56343664,Intergenic,L1PA10|LINE|L1,110256,NM_001324099,11279,ENSG00000102349,KLF8
chrX,52343056,52343555,Intergenic,Intergenic,-6663,NR_107055,102466880,ENSG00000275335,MIR8088
chrX,64705407,64705906,Intergenic,L1PA10|LINE|L1,270794,NM_018684,55906,ENSG00000126970,ZC4H2
chrX,12366572,12367071,"intron (NM_001368402, intron 2 of 17)","intron (NM_001368402, intron 2 of 17)",-131859,NM_001368400,9758,ENSG00000169933,FRMPD4
chrX,9509949,9510448,"intron (NM_001139466, intron 2 of 17)",MER20|DNA|hAT-Charlie,45140,NM_005647,6907,ENSG00000101849,TBL1X
chrX,52368595,52369094,promoter-TSS (NM_130777),promoter-TSS (NM_130777),-177,NM_130777,9502,ENSG00000155622,XAGE2
chrX,98619543,98620042,Intergenic,THE1B-int|LTR|ERVL-MaLR,-1055257,NR_125391,10824,ENSG00000236256,DIAPH2-AS1
chrX,41001323,41001822,Intergenic,LTR16A|LTR|ERVL,-83873,NM_001039591,8239,ENSG00000124486,USP9X
chrX,76874751,76875250,"intron (NR_110403, intron 1 of 3)",L1PREC2|LINE|L1,44360,NR_029909,494333,ENSG00000283242,MIR384
chrX,53480532,53481031,Intergenic,LTR1|LTR|ERV1,-46405,NM_004493,3028,ENSG00000072506,HSD17B10
chrX,62983631,62984130,Intergenic,THE1C-int|LTR|ERVL-MaLR,367452,NM_001012968,139886,ENSG00000186767,SPIN4
chrX,150229038,150229537,Intergenic,Intergenic,1283,NR_031748,100313839,ENSG00000252454,MIR2114
chrX,135951357,135951856,Intergenic,L2b|LINE|L2,22382,NM_001330000,93380,ENSG00000169446,MMGT1
chrX,33449368,33449867,Intergenic,L1PA16|LINE|L1,-110229,NM_000109,1756,ENSG00000198947,DMD
chrX,63050589,63051088,Intergenic,L1PA17|LINE|L1,300494,NM_001012968,139886,ENSG00000186767,SPIN4
chrX,149019106,149019605,Intergenic,FordPrefect|DNA|hAT-Tip100,300264,NM_001170628,2334,ENSG00000155966,AFF2
chrX,39670516,39671015,Intergenic,LTR16E1|LTR|ERVL,9549,NR_037501,100500822,ENSG00000263730,MIR3937
chrX,62922828,62923327,Intergenic,L1PA10|LINE|L1,428255,NM_001012968,139886,ENSG00000186767,SPIN4
chrX,71167183,71167682,"exon (NM_001166660, exon 5 of 6)","exon (NM_001166660, exon 5 of 6)",22591,NM_001321276,54413,ENSG00000196338,NLGN3
chrX,88694887,88695386,Intergenic,L1PA7|LINE|L1,-52089,NM_033048,53336,ENSG00000147183,CPXCR1
chrX,11719784,11720283,Intergenic,Intergenic,-38126,NM_001282174,10943,ENSG00000005302,MSL3
chrX,77481699,77482198,Intergenic,L1PA15|LINE|L1,34559,NM_003868,8823,ENSG00000196468,FGF16
chrX,26221839,26222338,Intergenic,Intergenic,5919,NM_001271752,347541,ENSG00000188408,MAGEB5
chrX,153443453,153443952,Intergenic,L2b|LINE|L2,2785,NM_080701,11219,ENSG00000183479,TREX2
chrX,151402688,151403187,"intron (NM_001017980, intron 1 of 2)","intron (NM_001017980, intron 1 of 2)",5752,NM_001017980,203547,ENSG00000160131,VMA21
chrX,55020212,55020711,"exon (NM_000032, exon 6 of 11)","exon (NM_000032, exon 6 of 11)",10516,NM_001037967,212,ENSG00000158578,ALAS2
chrX,81729597,81730096,Intergenic,THE1B-int|LTR|ERVL-MaLR,527744,NM_003022,6451,ENSG00000131171,SH3BGRL
chrX,35075849,35076348,Intergenic,L1MA2|LINE|L1,133302,NM_152631,170062,ENSG00000189132,FAM47B
chrX,110938776,110939275,Intergenic,MSTB1-int|LTR|ERVL-MaLR,-5216,NM_001128167,5063,ENSG00000077264,PAK3
chrX,126670685,126671184,Intergenic,L1PA11|LINE|L1,-118120,NM_178470,139170,ENSG00000198889,DCAF12L1
chrX,102900282,102900781,"intron (NR_146584, intron 15 of 18)","intron (NR_146584, intron 15 of 18)",-36741,NM_001031834,282808,ENSG00000102128,RAB40AL
chrX,153330428,153330927,Intergenic,Intergenic,-3476,NM_001367757,10838,ENSG00000063587,ZNF275
chrX,19630709,19631208,"intron (NM_001024666, intron 7 of 16)","intron (NM_001024666, intron 7 of 16)",40041,NM_001184960,30011,ENSG00000147010,SH3KBP1
chrX,74931205,74931704,Intergenic,Intergenic,-6002,NM_001008537,340533,ENSG00000050030,NEXMIF
chrX,47504230,47504729,Intergenic,MER68B|LTR|ERVL,-21210,NM_001324142,7592,ENSG00000147124,ZNF41
chrX,80083166,80083665,Intergenic,Intergenic,60355,NM_001303475,50945,ENSG00000122145,TBX22
chrX,68680060,68680559,"intron (NM_014725, intron 2 of 13)",MIR3|SINE|MIR,-13330,NM_001142504,9754,ENSG00000130052,STARD8
chrX,139507517,139508016,Intergenic,LTR1A2|LTR|ERV1,-22970,NM_000133,2158,ENSG00000101981,F9
chrX,138463368,138463867,Intergenic,L1PB1|LINE|L1,204176,NR_030229,574507,ENSG00000207800,MIR504
chrX,69300318,69300817,Intergenic,Intergenic,121010,NR_103715,100996279,ENSG00000215162,LINC00269
chrX,41322799,41323298,Intergenic,Intergenic,-10260,NM_001356,1654,ENSG00000215301,DDX3X
chrX,120766193,120766692,Intergenic,Intergenic,109483,NM_001145718,643311,ENSG00000236446,CT47B1
chrX,12296606,12297105,"intron (NM_001368396, intron 1 of 16)","intron (NM_001368396, intron 1 of 16)",158382,NM_001368397,9758,ENSG00000169933,FRMPD4
chrX,132737758,132738257,"intron (NM_001077188, intron 3 of 5)","intron (NM_001077188, intron 3 of 5)",70365,NR_046691,100874102,ENSG00000235849,HS6ST2-AS1
chrX,150052387,150052886,Intergenic,Intergenic,114088,NR_027456,100272228,ENSG00000235703,LINC00894
chrX,56468687,56469186,Intergenic,L1PBa|LINE|L1,-94657,NM_013444,29978,ENSG00000188021,UBQLN2
chrX,125532013,125532512,Intergenic,L1MA1|LINE|L1,212391,NM_001195272,100129520,ENSG00000282815,TEX13C
chrX,141403013,141403512,Intergenic,L1PA13|LINE|L1,-99587,NR_037183,619455,ENSG00000277215,SPANXA2-OT1
chrX,25952874,25953373,Intergenic,L1MA6|LINE|L1,-185220,NM_173699,286514,ENSG00000176774,MAGEB18
chrX,131394170,131394669,Intergenic,MER45C|DNA|hAT-Tip100,-104990,NM_001170961,3547,ENSG00000147255,IGSF1
chrX,78256552,78257051,Intergenic,L1MA2|LINE|L1,70810,NM_001282187,10800,ENSG00000173198,CYSLTR1
chrX,25004493,25004992,"exon (NM_139058, exon 5 of 5)","exon (NM_139058, exon 5 of 5)",11223,NM_139058,170302,ENSG00000004848,ARX
chrX,152807340,152807839,Intergenic,Intergenic,23168,NM_004344,1069,ENSG00000147400,CETN2
chrX,91082367,91082866,Intergenic,MER52A|LTR|ERV1,-352223,NM_080832,140886,ENSG00000174740,PABPC5
chrX,113261118,113261617,"intron (NR_110399, intron 3 of 3)",L1PA13|LINE|L1,218640,NR_110399,101928437,,LOC101928437
chrX,106391539,106392038,Intergenic,Intergenic,-220142,NM_001184782,55086,ENSG00000147231,RADX
chrX,147828513,147829012,Intergenic,LTR12D|LTR|ERV1,83055,NR_024501,100126270,ENSG00000268066,FMR1-AS1
chrX,75011411,75011910,Intergenic,L1MA1|LINE|L1,-86208,NM_001008537,340533,ENSG00000050030,NEXMIF
chrX,53382028,53382527,"exon (NM_006306, exon 22 of 25)","exon (NM_006306, exon 22 of 25)",23488,NR_106916,102465516,ENSG00000278204,MIR6857
chrX,39634557,39635056,Intergenic,MSTB|LTR|ERVL-MaLR,-26410,NR_037501,100500822,ENSG00000263730,MIR3937
chrX,47814790,47815289,Intergenic,MER83A-int|LTR|ERV1,-21863,NM_007137,347344,ENSG00000197779,ZNF81
chrX,13569517,13570016,"5' UTR (NM_001167890, exon 1 of 12)","5' UTR (NM_001167890, exon 1 of 12)",165,NM_001167890,25975,ENSG00000198759,EGFL6
chrX,115680679,115681178,Intergenic,AluJb|SINE|Alu,87377,NM_001172335,5358,ENSG00000102024,PLS3
chrX,47546895,47547394,Intergenic,LTR16A|LTR|ERVL,-13956,NM_001256197,369,ENSG00000078061,ARAF
chrX,12721078,12721577,"exon (NM_001368397, exon 17 of 17)","exon (NM_001368397, exon 17 of 17)",-70028,NM_002765,5634,ENSG00000101911,PRPS2
chrX,86626187,86626686,"intron (NM_001139515, intron 3 of 11)",THE1B-int|LTR|ERVL-MaLR,363468,NM_001139515,117154,ENSG00000126733,DACH2
chrX,85580738,85581237,Intergenic,MSTB-int|LTR|ERVL-MaLR,-201322,NM_024921,79983,ENSG00000124429,POF1B
chrX,39226595,39227094,Intergenic,Intergenic,100518,NR_038968,286442,ENSG00000235304,LINC01281
chrX,129804954,129805453,"3' UTR (NM_001008222, exon 10 of 10)","3' UTR (NM_001008222, exon 10 of 10)",25254,NM_018990,54440,ENSG00000122122,SASH3
chrX,9703389,9703888,"intron (NM_001139466, intron 12 of 17)","intron (NM_001139466, intron 12 of 17)",62209,NM_000273,4935,ENSG00000101850,GPR143
chrX,21628337,21628836,"intron (NM_001168647, intron 19 of 20)",THE1B-int|LTR|ERVL-MaLR,29744,NM_153270,257240,ENSG00000185915,KLHL34
chrX,26071071,26071570,Intergenic,L1PA11|LINE|L1,-67023,NM_173699,286514,ENSG00000176774,MAGEB18
